radius_inlet	radius_outlet	metal_angle_inlet	metal_angle_outlet	bld_thick_inlet	bld_thick_outlet	chord_axial	stagger
0.169308	0.169307	-1.001145	-0.806075	0.000558	0.000506	0.026751	-0.921399
0.169330	0.169329	-1.001579	-0.805842	0.000558	0.000506	0.026744	-0.921632
0.169350	0.169348	-1.001657	-0.806095	0.000558	0.000506	0.026738	-0.921830
0.169366	0.169365	-1.001440	-0.806580	0.000558	0.000506	0.026733	-0.921996
0.169380	0.169379	-1.001874	-0.806347	0.000558	0.000506	0.026729	-0.922137
0.169393	0.169391	-1.001596	-0.806591	0.000558	0.000506	0.026725	-0.922256
0.169403	0.169402	-1.001735	-0.806114	0.000558	0.000506	0.026722	-0.922357
0.169412	0.169411	-1.002091	-0.806591	0.000558	0.000506	0.026719	-0.922443
0.169420	0.169419	-1.001952	-0.806367	0.000558	0.000506	0.026717	-0.922515
0.169427	0.169425	-1.001813	-0.806834	0.000558	0.000506	0.026715	-0.922576
0.169433	0.169431	-1.001813	-0.806844	0.000558	0.000506	0.026713	-0.922628
0.169438	0.169436	-1.001952	-0.806601	0.000558	0.000506	0.026712	-0.922672
0.169442	0.169441	-1.001674	-0.806591	0.000558	0.000506	0.026711	-0.922709
0.169446	0.169444	-1.001813	-0.806591	0.000558	0.000506	0.026710	-0.922741
0.169449	0.169447	-1.002248	-0.806601	0.000558	0.000506	0.026709	-0.922768
0.169452	0.169450	-1.002030	-0.806844	0.000558	0.000506	0.026708	-0.922790
